specialite,molecules,grammages,forme,labo,dci_signature,source_country,source_name,detail_url,atc_code,auth_number,source_ref,composition_raw,dosage_raw,presentation,distributeur,classe_therapeutique,statut,ppv_value,ppv_currency,prix_hospitalier,tableau,notice_url,nature_produit,ajoute_le,maj_le,scraped_at,last_seen,presentation_pretty,dosage_pretty,composition_pretty
FUNGILYSE 150 MG,econazole,150 mg,Ovule,LAPROPHAN,econazole,MA,medicament.ma,https://medicament.ma/medicament/fungilyse-150-mg-ovules/,G01AF05,,,Econazole,150 MG,Boîte de 3,LAPROPHAN,Antifongique,Commercialisé,39.2,dhs,24.50 dhs,Aucun,,Médicament,Ajouté le: 25 janvier 2012 à 15:29,Mise à jour le: 8 avril 2024 à 14:49,2025-11-08T02:40:13Z,2025-11-08T02:40:13Z,Boîte de 3,150 MG,Econazole
FUNGILYSE 100 MG,econazole,100 mg,Ovule,LAPROPHAN,econazole,MA,medicament.ma,https://medicament.ma/medicament/fungilyse-100-mg-ovules/,G01AF05,,,Econazole,100 MG,Boîte de 6,LAPROPHAN,Antifongique,Commercialisé,24.7,dhs,15.40 dhs,Aucun,,Médicament,Ajouté le: 25 janvier 2012 à 15:29,Mise à jour le: 8 avril 2024 à 14:47,2025-11-08T02:40:13Z,2025-11-08T02:40:13Z,Boîte de 6,100 MG,Econazole
FUNGILYSE 1 %,econazole,1 %,Crème dermique,LAPROPHAN,econazole,MA,medicament.ma,https://medicament.ma/medicament/fungilyse-1-creme-dermique-2/,D01AC03,,,Econazole,1 %,Tube de 50 g,LAPROPHAN,Antifongique,Commercialisé,28.5,dhs,17.80 dhs,A,,Médicament,Ajouté le: 25 janvier 2012 à 15:29,Mise à jour le: 8 avril 2024 à 14:46,2025-11-08T02:40:13Z,2025-11-08T02:40:13Z,Tube de 50 g,1 %,Econazole
FURILAN 20 MG,furosemide,20 mg,Soluté injectable,LAPROPHAN,furosemide,MA,medicament.ma,https://medicament.ma/medicament/furilan-20-mg-solute-injectable-ampoule-de-2-ml/,C03CA01,,,Furosemide,20 MG,Boîte de 5 ampoules de 2 ml,LAPROPHAN,Diurétique,Commercialisé,19.6,dhs,12.20 dhs,A,,Médicament,Ajouté le: 25 janvier 2012 à 15:29,Mise à jour le: 2 août 2021 à 08:16,2025-11-08T02:40:13Z,2025-11-08T02:40:13Z,Boîte de 5 ampoules de 2 ml,20 MG,Furosemide
FURILAN 40 MG,furosemide,40 mg,Comprimé,LAPROPHAN,furosemide,MA,medicament.ma,https://medicament.ma/medicament/furilan-40-mg-comprime/,C03CA01,,,Furosemide,40 MG,Boîte de 20,LAPROPHAN,Diurétique,Commercialisé,20.0,dhs,12.50 dhs,A,,,Ajouté le: 25 janvier 2012 à 15:29,Mise à jour le: 2 août 2021 à 08:16,2025-11-08T02:40:13Z,2025-11-08T02:40:13Z,Boîte de 20,40 MG,Furosemide
GABAMOX 300 MG,gabapentine,300 mg,Gélule [P],ATLAS PHARM,gabapentine,MA,medicament.ma,https://medicament.ma/medicament/gabamox-300-mg-gelule/,N03AX12,,,Gabapentine,300 MG,Boîte de 30,ATLAS PHARM,Antiépileptique,Commercialisé,109.1,dhs,68.20 dhs,A,,Médicament,Ajouté le: 25 janvier 2012 à 15:25,Mise à jour le: 8 avril 2024 à 14:57,2025-11-08T02:40:13Z,2025-11-08T02:40:13Z,Boîte de 30,300 MG,Gabapentine
GALVUS 50 MG,vildagliptine,50 mg,Comprimé,NOVARTIS PHARMA MAROC,vildagliptine,MA,medicament.ma,https://medicament.ma/medicament/6723/,A10BH02,,,Vildagliptine,50 MG,Boite de 60,NOVARTIS PHARMA MAROC,Antidiabétique: inhibiteur de la dipeptidyl peptidase-4 (DPP-4),Commercialisé,390.0,dhs,259.00 dhs,A,,Médicament,Ajouté le: 26 mars 2014 à 18:51,Mise à jour le: 20 octobre 2025 à 20:32,2025-11-08T02:40:13Z,2025-11-08T02:40:13Z,Boite de 60,50 MG,Vildagliptine
GABAMOX 400 MG,gabapentine,400 mg,Gélule [P],ATLAS PHARM,gabapentine,MA,medicament.ma,https://medicament.ma/medicament/gabamox-400-mg-gelule/,N03AX12,,,Gabapentine,400 MG,Boîte de 30,ATLAS PHARM,Antiépileptique,Commercialisé,155.1,dhs,96.90 dhs,A,,Médicament,Ajouté le: 25 janvier 2012 à 15:25,Mise à jour le: 8 avril 2024 à 14:57,2025-11-08T02:40:13Z,2025-11-08T02:40:13Z,Boîte de 30,400 MG,Gabapentine
GABLINE 150 MG,pregabaline,150 mg,Gélules [P],SOTHEMA,pregabaline,MA,medicament.ma,https://medicament.ma/medicament/gabline-150-mg-gelules/,N03AX16,,,Pregabaline,150 MG,Boite de 56,SOTHEMA,Antiépileptique,Commercialisé,311.0,dhs,206.00 dhs,A,,Médicament,Ajouté le: 4 novembre 2018 à 16:53,Mise à jour le: 13 juillet 2024 à 11:11,2025-11-08T02:40:13Z,2025-11-08T02:40:13Z,Boite de 56,150 MG,Pregabaline
GABLINE 25 MG,pregabaline,25 mg,Gélules [P],SOTHEMA,pregabaline,MA,medicament.ma,https://medicament.ma/medicament/gabline-25-mg-gelules/,N03AX16,,,Pregabaline,25 MG,Boite de 56,SOTHEMA,Antiépileptique,Commercialisé,109.7,dhs,68.60 dhs,A,,Médicament,Ajouté le: 4 novembre 2018 à 16:55,Mise à jour le: 13 juillet 2024 à 11:10,2025-11-08T02:40:13Z,2025-11-08T02:40:13Z,Boite de 56,25 MG,Pregabaline
GABLINE 300 MG,pregabaline,300 mg,Gélules [P],SOTHEMA,pregabaline,MA,medicament.ma,https://medicament.ma/medicament/gabline-300-mg-gelules/,N03AX16,,,Pregabaline,300 MG,Boite de 56,SOTHEMA,Antiépileptique,Commercialisé,448.0,dhs,298.00 dhs,A,,Médicament,Ajouté le: 4 novembre 2018 à 16:57,Mise à jour le: 8 avril 2024 à 14:58,2025-11-08T02:40:13Z,2025-11-08T02:40:13Z,Boite de 56,300 MG,Pregabaline
GADOVIST 1 MMOL / ML,gadobutrol,1.0 mmol | ml,Solution injectable,BAYER S.A,gadobutrol,MA,medicament.ma,https://medicament.ma/medicament/gadovist-10-mmol-ml-solution-injectable-3/,V08CA09,,,Gadobutrol,1.0 MMOL / ML,Flacon de 15 ml,BAYER S.A,Produit de contraste paramagnétique,Commercialisé,999.0,dhs,720.00 dhs,A,,Médicament,Ajouté le: 29 novembre 2016 à 17:31,Mise à jour le: 15 octobre 2025 à 13:46,2025-11-08T02:40:13Z,2025-11-08T02:40:13Z,Flacon de 15 ml,1.0 MMOL | ML,Gadobutrol
GABLINE 75 MG,pregabaline,75 mg,Gélules [P],SOTHEMA,pregabaline,MA,medicament.ma,https://medicament.ma/medicament/gabline-75-mg-gelules/,N03AX16,,,Pregabaline,75 MG,Boite de 56,SOTHEMA,Antiépileptique,Commercialisé,234.0,dhs,146.40 dhs,A,,Médicament,Ajouté le: 4 novembre 2018 à 16:58,Mise à jour le: 13 juillet 2024 à 11:11,2025-11-08T02:40:13Z,2025-11-08T02:40:13Z,Boite de 56,75 MG,Pregabaline
GALVUS MET 50 MG / 500 MG,vildagliptine | metformine,50 mg | 500 mg,Comprimé pelliculé,NOVARTIS PHARMA MAROC,metformine + vildagliptine,MA,medicament.ma,https://medicament.ma/medicament/galvus-met-50-mg-500-mg-comprime-pellicule/,,,,Vildagliptine | Metformine,50 MG | 500 MG,Boite de 60,NOVARTIS PHARMA MAROC,"Association de Antidiabétique, gliptine, inhibiteur de la dipeptidyl peptidase-4 (DPP-4) avec une biguanide",Commercialisé,390.0,dhs,259.00 dhs,A,,,Ajouté le: 8 février 2020 à 10:53,Mise à jour le: 15 octobre 2025 à 16:35,2025-11-08T02:40:13Z,2025-11-08T02:40:13Z,Boite de 60,50 MG | 500 MG,Vildagliptine | Metformine
GANFORT 0.3 MG / ML + 5 MG / ML,bimatoprost | timolol,0.3 mg | ml | 5 mg | ml,Collyre en solution,AFRIC-PHAR,bimatoprost + timolol,MA,medicament.ma,https://medicament.ma/medicament/ganfort-03mgml5mgml-collyre-en-solution/,S01ED51,,,Bimatoprost | Timolol,0.3 MG / ML | 5 MG / ML,Flacon de 3 ml,AFRIC-PHAR,Réduction de la pression intraocculaire,Commercialisé,212.0,dhs,132.80 dhs,A,,,Ajouté le: 25 août 2014 à 14:10,Mise à jour le: 8 avril 2024 à 15:06,2025-11-08T02:40:13Z,2025-11-08T02:40:13Z,Flacon de 3 ml,0.3 MG | ML | 5 MG | ML,Bimatoprost | Timolol
GAMMANORM 165 MG / ML,immunoglobuline humaine non spécifique,165 mg | ml,Solution injectable,AMANYS PHARMA (Ex SAHAM PHARMA),immunoglobuline humaine non spécifique,MA,medicament.ma,https://medicament.ma/medicament/gammanorm-165-mg-ml-solution-injectable/,J06BA01,,,Immunoglobuline humaine non spécifique,165 MG / ML,Flacon de 10 ml,AMANYS PHARMA (Ex SAHAM PHARMA),"Immunoglobulines humaines non spécifiques, application extravasculaire",Commercialisé,1134.0,dhs,858.00 dhs,A,,Médicament,Ajouté le: 21 juin 2016 à 17:52,Mise à jour le: 28 mai 2021 à 07:54,2025-11-08T02:40:13Z,2025-11-08T02:40:13Z,Flacon de 10 ml,165 MG | ML,Immunoglobuline Humaine Non Spécifique
GAPREX 150 MG,prégabaline,150 mg,Gélule [P],AFRIC-PHAR,prégabaline,MA,medicament.ma,https://medicament.ma/medicament/gaprex-150-mg-gelule-3/,N03AX16,,,Prégabaline,150 MG,Boite de 60,AFRIC-PHAR,Antiépileptique,Commercialisé,271.0,dhs,180.10 dhs,A,,Médicament,Ajouté le: 30 mars 2018 à 14:15,Mise à jour le: 8 avril 2024 à 15:12,2025-11-08T02:40:13Z,2025-11-08T02:40:13Z,Boite de 60,150 MG,Prégabaline
GADOVIST 1 MMOL / ML,gadobutrol,1 mmol | ml,Solution injectable,BAYER S.A,gadobutrol,MA,medicament.ma,https://medicament.ma/medicament/gadovist-10-mmol-ml-solution-injectable/,V08CA09,,,Gadobutrol,1 MMOL / ML,"Flacon de 7,5 ml",BAYER S.A,Produit de contraste paramagnétique,Commercialisé,553.0,dhs,367.00 dhs,A,,Médicament,Ajouté le: 29 novembre 2016 à 17:27,Mise à jour le: 21 octobre 2025 à 19:39,2025-11-08T02:40:13Z,2025-11-08T02:40:13Z,Flacon de 7 | 5 ml,1 MMOL | ML,Gadobutrol
GAPREX 25 MG,prégabaline,25 mg,Gélule [P],AFRIC-PHAR,prégabaline,MA,medicament.ma,https://medicament.ma/medicament/gaprex-25-mg-gelule-3/,N03AX16,,,Prégabaline,25 MG,Boite de 60,AFRIC-PHAR,Antiépileptique,Commercialisé,102.1,dhs,63.80 dhs,A,,Médicament,Ajouté le: 30 mars 2018 à 14:17,Mise à jour le: 8 avril 2024 à 15:14,2025-11-08T02:40:13Z,2025-11-08T02:40:13Z,Boite de 60,25 MG,Prégabaline
GARDENAL 50 MG,phénobarbital,50 mg,Comprimé [P] [TAB IV-CV],MAPHAR,phénobarbital,MA,medicament.ma,https://medicament.ma/medicament/gardenal-50-mg-comprime/,N03AA02,,,Phénobarbital,50 MG,Boîte de 30,MAPHAR,Barbiturique : anticonvulsivant et sédatif hypnotique,Commercialisé,11.3,dhs,7.10 dhs,A,,Médicament,Ajouté le: 25 janvier 2012 à 15:25,Mise à jour le: 24 juillet 2025 à 12:59,2025-11-08T02:40:13Z,2025-11-08T02:40:13Z,Boîte de 30,50 MG,Phénobarbital
GASTROGEL,hydroxyde d'aluminium | hydroxyde de magnesium,,Comprimé,GALENICA,hydroxyde d'aluminium + hydroxyde de magnesium,MA,medicament.ma,https://medicament.ma/medicament/gastrogel-comprime/,A02AD,,,Hydroxyde d'aluminium | Hydroxyde de magnesium,,Boîte de 40,GALENICA,Autres médicaments pour l'ulcère et le reflux gastro-oesophagien (RGO),Commercialisé,14.3,dhs,8.90 dhs,Aucun,,Médicament,Ajouté le: 25 janvier 2012 à 15:25,Mise à jour le: 8 avril 2024 à 15:18,2025-11-08T02:40:13Z,2025-11-08T02:40:13Z,Boîte de 40,,Hydroxyde D'Aluminium | Hydroxyde De Magnesium
GASTROGEL,hydroxyde d'aluminium | hydroxyde de magnesium,,Suspension buvable,GALENICA,hydroxyde d'aluminium + hydroxyde de magnesium,MA,medicament.ma,https://medicament.ma/medicament/gastrogel-suspension/,A02AD,,,Hydroxyde d'aluminium | Hydroxyde de magnesium,,Flacon de 250 ml,GALENICA,Autres médicaments pour l'ulcère et le reflux gastro-oesophagien (RGO),Commercialisé,19.1,dhs,11.90 dhs,Aucun,,,Ajouté le: 25 janvier 2012 à 15:25,Mise à jour le: 8 avril 2024 à 15:19,2025-11-08T02:40:13Z,2025-11-08T02:40:13Z,Flacon de 250 ml,,Hydroxyde D'Aluminium | Hydroxyde De Magnesium
GARDENAL 40 MG / 2 ML,phénobarbital,40 mg | 2 ml,Lyophilisat pour usage parentéral [P] [TAB IV-CV],SANOFI AVENTIS MAROC,phénobarbital,MA,medicament.ma,https://medicament.ma/medicament/gardenal-40-mg2-ml-lyophilisat-pour-usage-parenteral/,N03AA02,,,Phénobarbital,40 MG / 2 ML,Boite d'1 ampoule de 2 ml,SANOFI AVENTIS MAROC,Barbiturique : anticonvulsivant et sédatif hypnotique,Commercialisé,77.3,dhs,48.30 dhs,A,,Médicament,Ajouté le: 25 janvier 2012 à 15:25,Mise à jour le: 8 avril 2024 à 15:16,2025-11-08T02:40:13Z,2025-11-08T02:40:13Z,Boite d'1 ampoule de 2 ml,40 MG | 2 ML,Phénobarbital
GAPREX 75 MG,prégabaline,75 mg,Gélule [P],AFRIC-PHAR,prégabaline,MA,medicament.ma,https://medicament.ma/medicament/gaprex-75-mg-gelule-3/,N03AX16,,,Prégabaline,75 MG,Boite de 60,AFRIC-PHAR,Antiépileptique,Commercialisé,191.6,dhs,119.70 dhs,A,,Médicament,Ajouté le: 30 mars 2018 à 14:19,Mise à jour le: 8 avril 2024 à 15:15,2025-11-08T02:40:13Z,2025-11-08T02:40:13Z,Boite de 60,75 MG,Prégabaline
GARDENAL 10 MG,phénobarbital,10 mg,Comprimé [P] [TAB IV-CV],MAPHAR,phénobarbital,MA,medicament.ma,https://medicament.ma/medicament/gardenal-10-mg-comprime/,N03AA02,,,Phénobarbital,10 MG,Boîte de 80,MAPHAR,Barbiturique : anticonvulsivant et sédatif hypnotique,Commercialisé,36.0,dhs,22.50 dhs,A,,Médicament,Ajouté le: 25 janvier 2012 à 15:25,Mise à jour le: 24 juillet 2025 à 12:59,2025-11-08T02:40:13Z,2025-11-08T02:40:13Z,Boîte de 80,10 MG,Phénobarbital
GASTROGRAFINE 370 MG / ML,amidotrizoate de sodium | amidotrizoate de méglumine,370 mg | ml,Solution buvable ou rectale,BAYER S.A,amidotrizoate de méglumine + amidotrizoate de sodium,MA,medicament.ma,https://medicament.ma/medicament/gastrografine-370mgml-solution-buvable-ou-rectale/,V08AA01,,,Amidotrizoate de sodium | Amidotrizoate de méglumine,370 MG / ML,Flacon de 100 ml,BAYER S.A,Produits de contraste iodé,Commercialisé,140.8,dhs,88.00 dhs,A,,Médicament,Ajouté le: 25 janvier 2012 à 15:28,Mise à jour le: 21 octobre 2025 à 19:44,2025-11-08T02:40:13Z,2025-11-08T02:40:13Z,Flacon de 100 ml,370 MG | ML,Amidotrizoate De Sodium | Amidotrizoate De Méglumine
GAVILOX,carbonate de calcium | hydroxyde de magnésium | réglisse déglycyrrhizé | mauve | fenouil | camomille,,Comprimé à croquer [Compl. Alim],SANTÉ FAMILIALE,camomille + carbonate de calcium + fenouil + hydroxyde de magnésium + mauve + réglisse déglycyrrhizé,MA,medicament.ma,https://medicament.ma/medicament/gavilox-comprime-a-croquer/,,,,Carbonate de calcium | Hydroxyde de magnésium | Réglisse déglycyrrhizé | Mauve | Fenouil | Camomille,,Boite de 24,SANTÉ FAMILIALE,,Commercialisé,,,,Aucun,,Complément alimentaire,Ajouté le: 16 mai 2025 à 07:19,Mise à jour le: 16 mai 2025 à 07:33,2025-11-08T02:40:13Z,2025-11-08T02:40:13Z,Boite de 24,,Carbonate De Calcium | Hydroxyde De Magnésium | Réglisse Déglycyrrhizé | Mauve | Fenouil | Camomille
GAVISCON ADVANCE,alginate de sodium | bicarbonate de sodium,500 mg | 100 mg,Suspension buvable goût anis,PHI,alginate de sodium + bicarbonate de sodium,MA,medicament.ma,https://medicament.ma/medicament/gaviscon-advance-sirop-anis/,A02BX,,,Alginate de sodium | Bicarbonate de sodium,500 MG | 100 MG,Flacon de 150 ml,PHI,AUTRES MEDICAMENTS POUR L'ULCERE PEPTIQUE ET LE REFLUX GASTRO-ŒSOPHAGIEN (R.G.O),Commercialisé,45.2,dhs,28.30 dhs,Aucun,,Médicament,Ajouté le: 13 octobre 2015 à 10:01,Mise à jour le: 9 avril 2024 à 13:17,2025-11-08T02:40:13Z,2025-11-08T02:40:13Z,Flacon de 150 ml,500 MG | 100 MG,Alginate De Sodium | Bicarbonate De Sodium
GAVISCON ADVANCE 500 MG / 100 MG,alginate de sodium | bicarbonate de sodium,500 mg | 100 mg,Suspension buvable en sachet,PHI,alginate de sodium + bicarbonate de sodium,MA,medicament.ma,https://medicament.ma/medicament/gaviscon-advance-500-100-mg-suspension-buvable-en-sachet/,A02BX,,,Alginate de sodium | Bicarbonate de sodium,500 MG | 100 MG,Boite de 20,PHI,AUTRES MEDICAMENTS POUR L'ULCERE PEPTIQUE ET LE REFLUX GASTRO-ŒSOPHAGIEN (R.G.O),Commercialisé,92.4,dhs,57.70 dhs,Aucun,,,Ajouté le: 13 mai 2019 à 10:54,Mise à jour le: 9 avril 2024 à 13:17,2025-11-08T02:40:13Z,2025-11-08T02:40:13Z,Boite de 20,500 MG | 100 MG,Alginate De Sodium | Bicarbonate De Sodium
GAVISCON 250 MG,alginate de sodium | bicarbonate de sodium,250 mg,Comprimé à la menthe sans sucre,PHI,alginate de sodium + bicarbonate de sodium,MA,medicament.ma,https://medicament.ma/medicament/gaviscon-comprime/,A02BX,,,Alginate de sodium | Bicarbonate de sodium,250 MG,Boite de 20,PHI,Pansement gastrique,Commercialisé,40.2,dhs,25.10 dhs,Aucun,,Médicament,Ajouté le: 23 novembre 2015 à 10:45,Mise à jour le: 9 avril 2024 à 13:16,2025-11-08T02:40:14Z,2025-11-08T02:40:14Z,Boite de 20,250 MG,Alginate De Sodium | Bicarbonate De Sodium
GEL LARMES 0.3 G,carbomère 974p,0.3 g,Gel ophtalmique,COOPER PHARMA,carbomère 974p,MA,medicament.ma,https://medicament.ma/medicament/gel-larmes-gel-ophtalmique-2/,S01XA20,,,Carbomère 974P,0.3 G,Tube de 10 g,COOPER PHARMA,Substitut lacrymal,Commercialisé,38.3,dhs,23.90 dhs,Aucun,,Médicament,Ajouté le: 13 février 2012 à 21:47,Mise à jour le: 9 avril 2024 à 13:19,2025-11-08T02:40:14Z,2025-11-08T02:40:14Z,Tube de 10 g,0.3 G,Carbomère 974p
GAVISCON ADVANCE,alginate de sodium | bicarbonate de sodium,500 mg | 100 mg,Suspension buvable goût menthe,PHI,alginate de sodium + bicarbonate de sodium,MA,medicament.ma,https://medicament.ma/medicament/gaviscon-advance-sirop-menths/,A02BX,,,Alginate de sodium | Bicarbonate de sodium,500 MG | 100 MG,Flacon de 150 ml,PHI,AUTRES MEDICAMENTS POUR L'ULCERE PEPTIQUE ET LE REFLUX GASTRO-ŒSOPHAGIEN (R.G.O),Commercialisé,45.2,dhs,28.30 dhs,Aucun,,Médicament,Ajouté le: 13 octobre 2015 à 10:00,Mise à jour le: 9 avril 2024 à 13:18,2025-11-08T02:40:14Z,2025-11-08T02:40:14Z,Flacon de 150 ml,500 MG | 100 MG,Alginate De Sodium | Bicarbonate De Sodium
GELAFUNDIN 0.04,polysuccinate de gélatine,0.04,Solution pour perfusion IV,PHI,polysuccinate de gélatine,MA,medicament.ma,https://medicament.ma/medicament/gelafundin-0-04-solution-pour-perfusion-iv/,,,,Polysuccinate de gélatine,0.04,Boite de 10 flacon de 500 ml,PHI,Produit de substitution au sang et fractions de protéines plasmatiques,Commercialisé,532.0,dhs,353.00 dhs,Aucun,,Médicament,Ajouté le: 30 mars 2018 à 15:41,Mise à jour le: 9 avril 2024 à 13:20,2025-11-08T02:40:14Z,2025-11-08T02:40:14Z,Boite de 10 flacon de 500 ml,0.04,Polysuccinate De Gélatine
GEFLA 250 MG,gefitinib,250 mg,Comprimé pelliculé,CIPLA MAROC,gefitinib,MA,medicament.ma,https://medicament.ma/medicament/gefla-250-mg-comprime-pellicule/,L01XE02,,,Gefitinib,250 MG,Boite de 30,CIPLA MAROC,Inhibiteurs de protéine kinase antinéoplasiques,Commercialisé,9355.0,dhs,9180.00 dhs,A,,,Ajouté le: 7 avril 2025 à 18:01,Mise à jour le: 15 octobre 2025 à 15:00,2025-11-08T02:40:14Z,2025-11-08T02:40:14Z,Boite de 30,250 MG,Gefitinib
GAZYVA 1000 MG / 40 ML,obinutuzumab,1000 mg | 40 ml,Solution à diluer pour perfusion,ROCHE S.A,obinutuzumab,MA,medicament.ma,https://medicament.ma/medicament/gazyva-1000-mg-40-ml-solution-a-diluer-pour-perfusion/,L01FA03,,,Obinutuzumab,1000 MG / 40 ML,Boite contenant 1 flacon de 40 ml,ROCHE S.A,"Antinéoplasique, anticorps monoclonal (anti-CD20)",Commercialisé,25900.0,dhs,25400.00 dhs,A,,Médicament,Ajouté le: 22 septembre 2017 à 15:17,Mise à jour le: 20 octobre 2025 à 18:42,2025-11-08T02:40:14Z,2025-11-08T02:40:14Z,Boite contenant 1 flacon de 40 ml,1000 MG | 40 ML,Obinutuzumab
GELIFEN,,,Gel vaginal,BOTTU S.A.,,MA,medicament.ma,https://medicament.ma/medicament/gelifen-gel-vaginal/,,,,,,Boite de 5 doses,BOTTU S.A.,,Commercialisé,100.0,dhs,,,,Médicament,Ajouté le: 10 juillet 2018 à 05:52,Mise à jour le: 2 août 2021 à 08:16,2025-11-08T02:40:14Z,2025-11-08T02:40:14Z,Boite de 5 doses,,
GEMRESEC 1000 MG,gemcitabine,1000 mg,Poudre pour solution pour perfusion,SUN PHARMACEUTICALS MOROCCO LLC,gemcitabine,MA,medicament.ma,https://medicament.ma/medicament/gemresec-1000-mg-poudre-pour-solution-pour-perfusion/,L01BC05,,,Gemcitabine,1000 MG,Flacon de 50 ml,SUN PHARMACEUTICALS MOROCCO LLC,"Antinéoplasique, antimétabolite (antagoniste de la pyrimidine)",Commercialisé,970.0,dhs,690.00 dhs,A,,Médicament,Ajouté le: 8 mai 2017 à 09:50,Mise à jour le: 11 mai 2021 à 17:03,2025-11-08T02:40:14Z,2025-11-08T02:40:14Z,Flacon de 50 ml,1000 MG,Gemcitabine
GEMZAR 1 G,gemcitabine,1 g,Lyophilisat pour usage parenteral,SOTHEMA,gemcitabine,MA,medicament.ma,https://medicament.ma/medicament/gemzar-1000-mg-lyophilisat-pour-usage-parenteral/,L01BC05,,,Gemcitabine,1 G,Flacon de 50 ml,SOTHEMA,"Antinéoplasique, antimétabolite (antagoniste de la pyrimidine)",Commercialisé,1200.0,dhs,927.00 dhs,A,,Médicament,Ajouté le: 25 janvier 2012 à 15:26,Mise à jour le: 2 août 2021 à 08:16,2025-11-08T02:40:14Z,2025-11-08T02:40:14Z,Flacon de 50 ml,1 G,Gemcitabine
GELUPRANE 500 MG,paracétamol,500 mg,Gélule,BOTTU S.A.,paracétamol,MA,medicament.ma,https://medicament.ma/medicament/geluprane-500-mg-gelule/,N02BE01,,,Paracétamol,500 MG,Boîte de 16,BOTTU S.A.,Analgésique - Antipyrétique,Commercialisé,14.3,dhs,8.90 dhs,Aucun,,Médicament,Ajouté le: 25 janvier 2012 à 15:25,Mise à jour le: 31 mai 2024 à 08:23,2025-11-08T02:40:14Z,2025-11-08T02:40:14Z,Boîte de 16,500 MG,Paracétamol
GEMCITABINE THYMOORGAN 200 MG,gemcitabine,200 mg,Poudre pour solution pour perfusion,PROMOPHARM (HIKMA),gemcitabine,MA,medicament.ma,https://medicament.ma/medicament/gemcitabine-thymoorgan-200-mg-poudre-pour-solution-pour-perfusion/,L01BC05,,,Gemcitabine,200 MG,Flacon de 10 ml,PROMOPHARM (HIKMA),"Antinéoplasique, antimétabolite (antagoniste de la pyrimidine)",Commercialisé,257.0,dhs,161.20 dhs,A,,Médicament,Ajouté le: 17 septembre 2016 à 19:10,Mise à jour le: 28 janvier 2025 à 17:28,2025-11-08T02:40:14Z,2025-11-08T02:40:14Z,Flacon de 10 ml,200 MG,Gemcitabine
GEMCITABINE THYMOORGAN 1000 MG,gemcitabine,1000 mg,Poudre pour solution pour perfusion,PROMOPHARM (HIKMA),gemcitabine,MA,medicament.ma,https://medicament.ma/medicament/gemcitabine-thymoorgan-1000-mg-poudre-pour-solution-pour-perfusion/,L01BC05,,,Gemcitabine,1000 MG,Flacon de 50 ml,PROMOPHARM (HIKMA),"Antinéoplasique, antimétabolite (antagoniste de la pyrimidine)",Commercialisé,971.0,dhs,691.00 dhs,A,,Médicament,Ajouté le: 17 septembre 2016 à 19:16,Mise à jour le: 28 janvier 2025 à 17:29,2025-11-08T02:40:14Z,2025-11-08T02:40:14Z,Flacon de 50 ml,1000 MG,Gemcitabine
GEMZAR 200 MG,gemcitabine,200 mg,Lyophilisat pour usage parenteral,SOTHEMA,gemcitabine,MA,medicament.ma,https://medicament.ma/medicament/gemzar-200-mg-lyophilisat-pour-usage-parenteral/,L01BC05,,,Gemcitabine,200 MG,Flacon de 10 ml,SOTHEMA,"Antinéoplasique, antimétabolite (antagoniste de la pyrimidine)",Commercialisé,369.0,dhs,245.00 dhs,A,,Médicament,Ajouté le: 25 janvier 2012 à 15:26,Mise à jour le: 2 août 2021 à 08:16,2025-11-08T02:40:14Z,2025-11-08T02:40:14Z,Flacon de 10 ml,200 MG,Gemcitabine
GENESTIN SPM,agneau-chaste | gluconate de magnésium | oxyde de magnésium | vitamine b6,,Comprimé,MEDIPRO PHARMA,agneau-chaste + gluconate de magnésium + oxyde de magnésium + vitamine b6,MA,medicament.ma,https://medicament.ma/medicament/genestin-spm-comprime/,,,,Agneau-chaste | Gluconate de magnésium | oxyde de magnésium | vitamine B6,,Boite de 30,MEDIPRO PHARMA,,Commercialisé,,,,Aucun,,,Ajouté le: 10 décembre 2020 à 10:47,Mise à jour le: 6 novembre 2023 à 09:58,2025-11-08T02:40:14Z,2025-11-08T02:40:14Z,Boite de 30,,Agneau-Chaste | Gluconate De Magnésium | Oxyde De Magnésium | Vitamine B6
